start,end,xx,assetReward,assetHold,source_ts_ms,stakedAmount,dailyRewardPerUnit,__deleted
2023-01-27,,403,WAVES,WAVES,1694533667000,2707908.41000000000000000000,0.00010958904109589041,false
2023-05-05,,633,TOMO,TOMO,1694533163000,809655.00000000000000000000,0.00020000000000000000,false
2023-02-24,,457,STMX,STMX,1694532473000,263674267.64000000000000000000,0.00027397260273972603,false
2022-12-08,,368,APE,APE,1694531666000,939346.94000000000000000000,0.00077178082191780822,false
2022-06-06,,179,AXS,AXS,1694530683000,635922.80000000000000000000,0.00093150684931506849,false
2023-04-13,,532,AKRO,AKRO,1695686417000,486330448.39000000000000000000,0.00022109589041095890,false
2021-12-27,2023-01-13,98,ALGO,ALGO,1695717071000,36937050.81759500000000000000,0.00000191780821917808,false
2021-12-27,2023-01-13,98,ALGO,ALGO,1695717132000,36937050.81859500000000000000,0.00000191780821917808,false
2021-12-27,2023-01-13,98,ALGO,ALGO,1695740231000,35737050.81759500000000000000,0.00000191780821917808,false
2021-12-27,2023-01-13,98,ALGO,ALGO,1695740291000,35737050.81859500000000000000,0.00000191780821917808,false
2023-05-03,,622,CLV,CLV,1695722987000,3843096.45000000000000000000,0.00034931506849315068,false
2022-12-08,,368,APE,APE,1695721193000,998858.56000000000000000000,0.00058232602739726027,false
2022-12-08,,368,APE,APE,1695721263000,998858.56000000000000000000,0.00056818356164383600,false
2022-04-12,,147,ATOM,ATOM,1695742270000,706022.90201300000000000000,0.00059726027397260274,false
2023-05-17,,660,SUI,SUI,1695735814000,1169173.00000000000000000000,0.00011194520547945200,false
2023-07-17,,934,APT,APT,1695736706000,34421.21000000000000000000,0.00014876712328767123,false
2023-08-04,,1040,ETH,ETH,1691193625000,1824.00000000000000000000,0.00010958904109589041,false
2023-07-29,2023-08-19,1011,ADA,ADA,1692454050000,0E-20,2.7397260273973E-7,false
2023-08-18,,1087,ETH,ETH,1692403228000,6624.00000000000000000000,0.00010958904109589041,false
2023-08-19,,1094,ADA,ADA,1692453974000,195566915.98000000000000000000,0.00007534246575342470,false
2023-05-18,,662,AVAX,AVAX,1692403280000,30117.99897727500000000000,0.00019315068493150685,false
2023-05-18,,662,AVAX,AVAX,1692461734000,30117.99797727500000000000,0.00019315068493150685,false
2023-04-29,,596,NEAR,NEAR,1692462140000,1541584.15402803948115890694,0.00024657534246575342,false
2022-04-12,,147,ATOM,ATOM,1692403204000,649006.24037200000000000000,0.00059726027397260274,false
2023-03-10,,475,EGLD,EGLD,1695659356000,83881.00000000000000000000,0.00016624657534246575,false
2023-05-05,,633,TOMO,TOMO,1695657822000,668855.00000000000000000000,0.00020000000000000000,false
2023-04-13,,532,AKRO,AKRO,1695652829000,486330448.39000000000000000000,0.00022109589041095900,false
2023-04-25,,578,UTK,UTK,1695661350000,10901172.19000000000000000000,0.00068493150684931507,false
2023-05-26,,698,REEF,REEF,1695654822000,406386509.35000000000000000000,0.00100520547945205479,false
2023-05-26,,698,REEF,REEF,1695656593000,366386509.35000000000000000000,0.00100520547945205479,false
2023-04-04,,513,BTC,STX,1689897645000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698624013000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1689984049000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689811246000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690675214000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690761614000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694131214000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694187142000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694217613000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693872014000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693958412000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698019213000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694044813000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690588814000,1699995.25000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690651690000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689379246000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692662413000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688169649000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1698105615000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688256046000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1689465646000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692748812000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696032017000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690416044000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690444090000,1699995.25000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696896012000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689206461000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697846412000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692489613000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690502414000,1699995.25000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689292846000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692576014000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697932813000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689033646000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690243246000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690329644000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689120050000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697760013000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690070437000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698710417000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1690156842000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693353612000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693384194000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693440015000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688947243000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692144012000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696291212000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695427214000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690934413000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697587213000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692230411000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696377612000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695513613000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1691020814000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697673612000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694304013000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693180812000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696118413000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688688045000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697328013000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1691971213000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688774447000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695254415000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693267215000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1696204816000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697414412000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692057613000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695340813000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1690848013000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697500813000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689724848000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688860839000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697155213000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688515243000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1693008015000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698364813000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1698451214000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1693094413000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1691798413000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688601644000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1688657355000,2199993.75000000000000000000,1.51515600000E-9,false
2023-04-04,,513,BTC,STX,1698537615000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1691884811000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697241611000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695168016000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698264277000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1698192013000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689552046000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1688342446000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1696982412000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1697068813000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692835212000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692888631000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1691625612000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1689638447000,2199993.75000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1692921614000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698278411000,2199993.00000000000000000000,7.5757790959E-10,false
2023-04-04,,513,BTC,STX,1688428848000,2199993.75000000000000000000,5.7142986301E-10,false
2023-04-04,,513,BTC,STX,1691712014000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694908820000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693699213000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694995213000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695081615000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1695140471000,2199993.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694736014000,999997.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693785619000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1693526413000,1699995.00000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1698913691000,2199993.00000000000000000000,0.00004931506849315070,false
2023-04-04,,513,BTC,STX,1691539212000,2199993.50000000000000000000,1.51515581918E-9,false
2023-04-04,,513,BTC,STX,1694822414000,999997.00000000000000000000,1.51515581918E-9,false
